satir,durum,skor,eski_kaynak,eski_bolum,yeni_kaynak,yeni_bolum,dipnot_no,dipnot_ref,csv_tarih,hutbe,metin_kaynagi,esleme,alinti
469,dogru,1.0,Ebû Dâvûd,Tatavvu’,Ebû Dâvûd,Tatavvu’,6,"Ebû Dâvûd, Tatavvu’, 25.",03.08.2018,03.08.2018 CAMİ VE CEMAAT ADABI,metinler,baslik_eslesti,Dikkat edin! Hepiniz Rabbinize münâcât ediyorsunuz. Birbirinizi rahatsız etmeyin!...
470,dogru,1.0,Ebû Dâvûd,Tatavvu’,Ebû Dâvûd,Tatavvu’,2,"Ebû Dâvûd, Tatavvu’, 27.",21.04.2023,21.04.2023 HAYATI RAMAZAN BİLİNCİYLE YAŞAMAK,veriseti,baslik_eslesti,"Allah katında amellerin en sevimlisi, az da olsa devamlı olanıdır."
471,dogru,1.0,Ebû Dâvûd,Tatavvu’,Ebû Dâvûd,Tatavvu’,4,"Ebû Dâvûd, Tatavvu’, 27.",05.12.2025,"05.12.2025 İNSAN, HUZURU İBADETLE ELDE EDER",metinler,baslik_eslesti,"…Allah katında amellerin en sevimlisi, az da olsa devamlı olanıdır"
472,dogru,1.0,Hakim,Müstedrek,Hakim,Müstedrek,3,"Hakim, Müstedrek, II, 12",15.04.2011,15.04.2011 MERHAMET EĞİTİMİ,metinler,baslik_eslesti,Komşusu açken tok olarak sabahlayan bizden değildir
473,dogru,1.0,Hakim,Müstedrek,Hakim,Müstedrek,6,"Hakim, Müstedrek, “Tevbe ve İnâbe” H.no:7632",15.04.2011,15.04.2011 MERHAMET EĞİTİMİ,metinler,baslik_eslesti,Merhamet ancak kalbi katılaşmış inançsız bedbahtların kalbinden kaldırılmıştır.
474,yazim_farki,1.0,Hakim,Müstedrek,Hakim,el-Müstedrek,6,"Hakim, el-Müstedrek, IV, 341.",30.12.2011,30.12.2011 ZAMAN BİLİNCİ,metinler,baslik_eslesti,"Beş şey gelmeden önce beş şeyin değerini iyi bil; ölümden önce hayatın, meşguliyetten önce boş zamanın, yokluktan önce varlığın, ihtiyarlıktan önce gençliğin ve hastalıktan önce sağlığın"
475,dogru,1.0,Müslim,Eşribe,Müslim,Eşribe,5,"Müslim, Eşribe, 136.",25.01.2013,25.01.2013 ALLAH’IN SEVMEDİĞİ DAVRANIŞ: İSRAF,metinler,baslik_eslesti,Birinizin elindeki lokma yere düşerse ondaki toz toprağı gidersin ve onu yesin...
476,dogru,1.0,Müslim,Eşribe,Müslim,Eşribe,1,"Müslim, Eşribe, 74.",25.12.2020,25.12.2020 İÇKİ: KÖTÜLÜĞÜN ZEHİRLİ ARKADAŞI,metinler,baslik_eslesti,Sarhoş eden her şey içkidir ve her türlü içki haramdır.
477,dogru,1.0,Müslim,Eşribe,Müslim,Eşribe,1,"Müslim, Eşribe, 74.",01.03.2024,01.03.2024 ZARARLI ALIŞKANLIKLARIN ESİRİ OLMAYALIM,metinler,baslik_eslesti,Sarhoş eden her şey içkidir ve her türlü içki haramdır.
478,kirpilmis_duzeltildi,1.0,Müslim,Fed,Müslim,Fedâilü’s-Sahâbe,1,"Müslim, Fedâilü’s-Sahâbe, 12.",06.07.2018,06.07.2018 ALLAH’IN RIZASINA ULAŞTIRAN SALİH AMELLE,metinler,baslik_eslesti,"Bu güzel davranışlar kimde bulunursa, o mutlaka cennete girer."
479,kirpilmis_duzeltildi,1.0,Müslim,Fed,Müslim,Fedâil,5,"Müslim, Fedâil, 62.",05.10.2018,05.10.2018 CENAZE ÂDÂBI: AHİRET YOLCUSUNA,metinler,baslik_eslesti,"Göz yaşarır, kalp mahzun olur. Fakat biz Rabbimizin razı olacağı şeylerden başkasını söylemeyiz. Vallahi, Ey İbrâhim, biz senin ölümünden dolayı gerçekten üzgünüz."
480,kirpilmis_duzeltildi,1.0,Müslim,Fed,Müslim,Fedâilü’s-sahâbe,2,"Müslim, Fedâilü’s-sahâbe, 75.",12.09.2025,12.09.2025 PEYGAMBERİMİZ VE AİLE AHLAKI,metinler,baslik_eslesti,Ben onun sevgisi ile rızıklandırıldım.
481,dogru,1.0,Müslim,Hac,Müslim,Hac,2,"Müslim, Hac, 511.",08.12.2017,08.12.2017 KAPANMAYAN YARAMIZ: KUDÜS,metinler,baslik_eslesti,"Üç mescit için ibadet maksadıyla yolculuğa çıkılabilir: Mescid-i Haram, Benim şu mescidim ve Mescid-i Aksa."
482,dogru,1.0,Müslim,Hac,Müslim,Hac,7,"Müslim, Hac, 147.",02.03.2018,"09.03.2018 İSLAM'DA KADIN: ADALET, MERHAMET VE HAKK",metinler,baslik_eslesti+tarih_duzeltildi,"Kadınlar hakkında Allah'tan korkun. Çünkü siz, onları Allah'ın emaneti olarak aldınız ve Allah'ın adını anarak (nikâh kıyıp) kendinize helâl kıldınız"
483,dogru,1.0,Müslim,Hac,Müslim,Hac,1,"Müslim, Hac, 147.",23.08.2019,23.08.2019 FAİZİN TOPLUMSAL ZARARLARI,metinler,baslik_eslesti,İyi bilin ki faizin her çeşidi kesinlikle kaldırılmıştır.
484,kirpilmis_duzeltildi,1.0,Müslim,Mes,Müslim,Mesâcid,2,"Müslim, Mesâcid, 283.",27.05.2016,27.05.2016 NAMAZ ARINMADIR,metinler,baslik_eslesti,İşte bilinç ve şuurla eda edilen beş vakit namaz da bunun gibidir. Kılınan bu namazlarla Allah günahları yok eder.
485,kirpilmis_duzeltildi,1.0,Müslim,Mes,Müslim,Mesâcid,2,"Müslim, Mesâcid, 288.",03.08.2018,03.08.2018 CAMİ VE CEMAAT ADABI,metinler,baslik_eslesti,Allah katında en makbul mekânlardır.
486,kirpilmis_duzeltildi,1.0,Müslim,Mes,Müslim,Mesâcid,7,"Müslim, Mesâcid, 57; İbn Mâce, Edeb, 7.",16.08.2024,16.08.2024 ÇEVREMİZ BİZE EMANETTİR,metinler,baslik_eslesti,"Ümmetimin iyi ve kötü bütün amelleri bana gösterildi; iyi amelleri arasında, insanlara eziyet veren şeylerin yoldan kaldırılması, kötü amelleri arasında ise yerlere tükürmek ve yerleri kirletmek vardı."
487,kirpilmis_duzeltildi,1.0,Müslim,Nik,Müslim,Nikâh,7,"Müslim, Nikâh, 1.",11.12.2015,11.12.2015 DÜNYA-AHİRET DENGESİ,metinler,baslik_eslesti,Sünnetimden yüz çeviren benden değildir.
488,kirpilmis_duzeltildi,1.0,Müslim,Nik,Müslim,Nikâh,3,"Müslim, Nikâh, 79.",20.07.2018,20.07.2018 DÜĞÜN ÂDÂBI,metinler,baslik_eslesti,Allah senin için bu düğünü mübarek eylesin.
489,kirpilmis_duzeltildi,1.0,Müslim,Nik,Müslim,Nikâh,2,"Müslim, Nikâh, 124.",14.02.2025,"14.02.2025 MAHREMİYET, İNSANI SAYGIN KILAR",metinler,baslik_eslesti,"Kıyamet günü Allah katında hesabı sorulacak en büyük ihanetlerden biri, kişinin, eşinin mahremiyetini ifşa etmesidir."
490,HATALI,1.0,Müslim,Sal,Buhârî,Mezâlim,2,"Buhârî, Mezâlim, 8; Müslim, Birr, 57.",08.08.2013,"16.08.2013 MAZLUMUN AHI, TİTRETİR ARŞ-I RAHMAN’I",metinler,baslik_eslesti+tarih_duzeltildi,"Zulüm, kıyâmet günü (sahibini saran) karanlıklar (olacak)tır"
491,tur_hatasi,1.0,Müslim,Sal,Nisa,93,2,"Nisâ, 4/93.",08.08.2013,"23.08.2013 İNSANIN KATLİ, İNSANLIĞIN KATLİDİR",metinler,baslik_eslesti+tarih_duzeltildi,"Kim bir mümini kasten öldürürse cezası, içinde ebedî kalacağı cehennemdir. Allah ona gazap etmiş, lânet etmiş ve onun için büyük bir azap hazırlamıştır."
492,kirpilmis_duzeltildi,1.0,Müslim,Sal,Müslim,Salât,3,"Müslim, Salât, 38.",08.01.2021,08.01.2021 FÂTİHA SÛRESİ: KUR’AN’IN MUKADDİMESİ,metinler,baslik_eslesti,Kuluma dilediği verilecektir.
493,dogru,1.0,Müslim,Vasiyyet,Müslim,Vasiyyet,2,"Müslim, Vasiyyet, 14.",22.06.2018,22.06.2018 YAZ KUR’AN KURSLARI VE ÖNEMİ,metinler,baslik_eslesti,"İnsanoğlu ebediyete irtihal ettiği zaman amel defteri kapanır. Şu üç kişinin defteri ise kapanmaz ve bunlara sevap yazılmaya devam eder: Ardında sadakayı cariye, yani kalıcı bir hayır bırakan kişi. İlmini insanlığın hayır ve hizmetine sunan kişi. Kendisine hayır duada bulunan bir evlat yetiştiren kişi."
494,dogru,1.0,Müslim,Vasiyyet,Müslim,Vasiyyet,1,"Müslim, Vasiyyet, 14.",14.05.2021,14.05.2021 VAKIF: ŞEFKAT VE MERHAMET MEDENİYETİ,metinler,baslik_eslesti,"İnsan ölünce şu üçü dışında bütün amellerinin sevabı kesilir: Sadaka-i câriye yani faydası kalıcı hayır, kendisinden istifade edilen ilim ve arkasından dua eden hayırlı evlât."
495,dogru,1.0,Müslim,Vasiyyet,Müslim,Vasiyyet,2,"Müslim, Vasiyyet, 15.",14.05.2021,14.05.2021 VAKIF: ŞEFKAT VE MERHAMET MEDENİYETİ,metinler,baslik_eslesti,Aslını vakfet. Mahsulünü de sadaka olarak dağıt.
496,eksik_tamamlandi,1.0,Tirmizî,-,Tirmizî,Îmân,4,"Tirmizî, Îmân, 8; İbn Mâce, Mesâcid, 19.",01.10.2021,01.10.2021 MÜMİN CAMİYE VEFALIDIR,metinler,baslik_eslesti,"Bir kişinin sürekli mescide, camiye gittiğini görürseniz onun imanına şahitlik edin."
497,eksik_tamamlandi,1.0,Tirmizî,-,Tirmizî,Îmân,1,"Tirmizî, Îmân, 8.",07.02.2025,"07.02.2025 DİL, İNSANIN YA CENNETİ YA DA CEHENNEMİD",metinler,baslik_eslesti,"İnsanları cehenneme sürükleyen, dilleriyle kazandıkları değil midir?"
498,eksik_tamamlandi,1.0,Tirmizî,-,Tirmizî,Îmân,4,"Tirmizî, Îmân, 8.",26.09.2025,"26.09.2025 PEYGAMBERİMİZ (S.A.S), CAMİ VE NAMAZ",metinler,baslik_eslesti,Bir kişinin namaz kılmak için sürekli mescide gittiğini görürseniz onun imanına şahitlik ediniz!
499,HATALI,1.0,Tirmizî,Kıraat,İbn Mâce,Nikah,2,"İbn Mâce, Nikah, 50.",08.05.2015,08.05.2015 CANA CAN OLMAK: AİLE,metinler,baslik_eslesti,"En hayırlınız, ailesine en güzel şekilde davranandır. Ben, aranızda ailesine en güzel davranan kişiyim."
500,HATALI,1.0,Tirmizî,Kıraat,Tirmizî,Zühd,2,"Tirmizî, Zühd, 11.",08.05.2015,22.05.2015 BOŞ ŞEYLERİ TERK EDEREK HAYATI ANLAMLI K,metinler,baslik_eslesti+tarih_duzeltildi,"Faydasız söz ve lüzumsuz işleri terk etmesi, kişinin iyi Müslüman oluşundandır."
501,dipnotsuz,0.912,Tirmizî,Kıraat,,,,,08.05.2015,21.06.2013 BERATA ULAŞABİLMEK,metinler,baslik_eslesti+tarih_duzeltildi,"Bağışlanmak dileyen yok mu, onu bağışlayayım! Rızık isteyen yok mu, ona rızık vereyim! Belâya dûçar olan yok mu, ona afiyet vereyim!"
502,dogru,1.0,Tirmizî,Savm,Tirmizî,Savm,3,"Tirmizî, Savm,1; İbn Mâce, Sıyâm, 2.",25.05.2018,25.05.2018 ORUÇ VE KUR’ÂN AYI RAMAZAN,metinler,baslik_eslesti,Ey iyilik isteyen! İbadete ve kulluğa gel! Ey kötülük isteyen! Günahlarından vazgeç!
503,dogru,1.0,Tirmizî,Savm,Tirmizî,Savm,4,"Tirmizî, Savm,1; İbn Mâce, Sıyâm, 2.",03.05.2019,03.05.2019 HOŞ GELDİN YA ŞEHR-İ RAMAZAN,metinler,baslik_eslesti,"ilk gecesinden itibaren şeytanların bağlandığı, cehennem kapılarının kapatıldığı, cennet kapılarının açıldığı, sayısız müminin ateşten azat edildiği"
504,dogru,1.0,Tirmizî,Savm,Tirmizî,Savm,1,"Tirmizî, Savm, 39.",26.03.2021,26.03.2021 BERAT GECESİ: AF VE MAĞFİRET GECESİ,metinler,baslik_eslesti,"Şaban ayının yarısına denk gelen bu gece, Allah dünya semasına rahmetiyle tecelli eder ve Kelb kabilesinin koyunlarının yünlerinden daha fazla sayıda insanı affeder."
505,kirpilmis_duzeltildi,1.0,Tirmizî,Sıf,Tirmizî,Sıfâtü’l-kıyâme,1,"Tirmizî, Sıfâtü’l-kıyâme, 42.",07.12.2018,07.12.2018 SELÂM: İSLÂM’IN GÜVEN VE BARIŞ ÇAĞRISI,metinler,baslik_eslesti,"Ey insanlar! Selâmı aranızda yayın, birbirinize yemek ikram edin, insanlar uykuda iken namaz kılın ki, selâmetle cennete giresiniz."
506,kirpilmis_duzeltildi,1.0,Tirmizî,Sıf,Tirmizî,Sıfâtü’l-kıyâme,4,"Tirmizî, Sıfâtü’l-kıyâme, 1.",05.05.2023,05.05.2023 İSRAF: TÜKETİRKEN TÜKENMEK,metinler,baslik_eslesti,"İnsanoğlu kıyamet günü ömrünü nerede tükettiğinden, gençliğini nerede geçirdiğinden, malını nereden kazandığından ve nereye harcadığından, öğrendikleriyle amel edip etmediğinden hesaba çekilmedikçe yerinden asla kımıldayamayacaktır."
507,kirpilmis_duzeltildi,1.0,Tirmizî,Sıf,Tirmizî,Sıfâtü’l-kıyâme,2,"Tirmizî, Sıfâtü’l-kıyâme, 17.",18.10.2024,"18.10.2024 ALLAH’I, ÖLÜMÜ VE AHİRETİ UNUTMADAN BİR ",metinler,baslik_eslesti,"…Gaflete dalan, boşa zaman geçiren, kabirleri unutan kul ne kötüdür! Azgınlık yapan, haddi aşan, nereden geldiğini ve nereye gideceğini unutan kul ne kötüdür!..."
508,kirpilmis_duzeltildi,1.0,İbn Mâce,Ahk,İbn Mâce,Ahkâm,7,"İbn Mâce, Ahkâm, 17.",13.09.2019,13.09.2019 HER CAN DOKUNULMAZDIR,metinler,baslik_eslesti,Zarar vermek de yok! Zarara uğramak da yok!
509,tur_hatasi,1.0,İbn Mâce,Ahk,Taha,132,5,"Tâhâ, 20/132.",17.04.2020,17.04.2020 AİLE: HUZUR VE GÜVEN KAYNAĞI,metinler,baslik_eslesti,Ailene namazı emret; kendin de ona sabırla devam et.
510,kirpilmis_duzeltildi,1.0,İbn Mâce,Ahk,İbn Mâce,Ahkâm,5,"İbn Mâce, Ahkâm, 17.",17.04.2020,24.04.2020 RAMAZAN: SABIR VE İRADE EĞİTİMİ,metinler,baslik_eslesti+tarih_duzeltildi,"Zarar vermek de, zarara zararla karşılık vermek de yoktur"
511,kirpilmis_duzeltildi,1.0,İbn Mâce,Tah,İbn Mâce,Tahâret,1,"İbn Mâce, Tahâret, 48.",08.06.2018,"08.06.2018 AFİYET OLSUN, İSRAF OLMASIN",metinler,baslik_eslesti,"Evet, akan bir nehirden abdest alsan bile"
512,kirpilmis_duzeltildi,1.0,İbn Mâce,Tah,İbn Mâce,Tahâret,5,"İbn Mâce, Tahâret, 16.",18.02.2022,18.02.2022 PEYGAMBERİMİZİN AHLAKI KUR’AN’DI,metinler,baslik_eslesti,"Ben size, bir babanın evladına öğrettiği gibi öğretiyorum"
513,kirpilmis_duzeltildi,1.0,İbn Mâce,Tah,İbn Mâce,Tahâret,3,"İbn Mâce, Tahâret, 48.",18.07.2025,18.07.2025 SUYUMUZU İSRAF ETMEYELİM,metinler,baslik_eslesti,Akan bir nehirden bile abdest alırken suyu gereksiz kullanmak israf olur.
514,cilt_temizlendi,1.0,Ahmed b. Hanbel,IV,Ahmed b. Hanbel,,13,"Ahmed b. Hanbel, IV, 121; V, 154; VI, 362.",04.04.2014,04.04.2014 DOĞRULUK VE SADAKA,metinler,baslik_eslesti,Yanınızda çalışanlara yedirdiğiniz sadakadır.
515,cilt_temizlendi,1.0,Ahmed b. Hanbel,IV,Ahmed b. Hanbel,,3,"Ahmed b. Hanbel, IV, 151.",16.11.2018,16.11.2018 MEVLİD-İ NEBİ,metinler,baslik_eslesti,"Şüphesiz ki Allah, hevasına tabi olmayan, haktan sapmayan genci sever"
516,kirpilmis_duzeltildi,1.0,Beyhakî,Şuabü’l-,Beyhakî,Şuabü’l-îmân,1,"Beyhakî, Şuabü’l-îmân, 3, 39.",09.12.2022,09.12.2022 HAYDİ NAMAZA! HAYDİ KURTULUŞA!,metinler,baslik_eslesti,"Namaz, dinin direğidir."
517,kirpilmis_duzeltildi,1.0,Beyhakî,Şuabü’l-,Beyhakî,Şuabü’l-îmân,1,"Beyhakî, Şuabü’l-îmân, 3, 39.",24.01.2025,"24.01.2025 MİRACIN HEDİYESİ, DİNİMİZİN DİREĞİ NAMAZ",metinler,baslik_eslesti,Namaz dinin direğidir.
518,kirpilmis_duzeltildi,1.0,Buhârî,Büy,Buhârî,Büyû’,3,"Buhârî, Büyû’, 15.",29.11.2024,29.11.2024 MADDİ VE MANEVİ TÜKENİŞ: KUMAR,metinler,baslik_eslesti,Hiç kimse elinin emeğiyle kazandığından daha hayırlı bir rızık asla yememiştir...
519,kirpilmis_duzeltildi,1.0,Buhârî,Büy,Buhârî,Büyû’,3,"Buhârî, Büyû’, 23.",19.09.2025,19.09.2025 PEYGAMBERİMİZ (S.A.S) VE TİCARET AHLAKI,metinler,baslik_eslesti,"Öyle bir zaman gelecek ki, kişi, malını helâlden mi yoksa haramdan mı elde ettiğine bakmayacak!"
520,kirpilmis_duzeltildi,1.0,Buhârî,Ez,Buhârî,Ezân,6,"Buhârî, Ezân, 30.",09.12.2022,09.12.2022 HAYDİ NAMAZA! HAYDİ KURTULUŞA!,metinler,baslik_eslesti,"Cemaatle kılınan namaz, tek başına kılınan namazdan yirmi yedi kat daha faziletlidir."
521,kirpilmis_duzeltildi,1.0,Buhârî,Ez,Buhârî,Ezân,3,"Buhârî, Ezân, 9.",26.09.2025,"26.09.2025 PEYGAMBERİMİZ (S.A.S), CAMİ VE NAMAZ",metinler,baslik_eslesti,İnsanlar sabah ve yatsı namazındaki sevabı bilselerdi sürünerek de olsa camiye gelirlerdi.
522,kirpilmis_duzeltildi,1.0,Buhârî,Mev,Buhârî,Mevâkîtü’s-salât,1,"Buhârî, Mevâkîtü’s-salât, 6.",13.12.2019,13.12.2019 NAMAZ: RABBİMİZE YAKIN OLMA ÇABAMIZ,metinler,baslik_eslesti,İşte beş vakit namaz da böyledir. Allah bu namazlarla günahları yok eder.
523,kirpilmis_duzeltildi,1.0,Buhârî,Mev,Buhârî,Mevâkîtü's-salât,2,"Buhârî, Mevâkîtü's-salât, 14.",26.09.2025,"26.09.2025 PEYGAMBERİMİZ (S.A.S), CAMİ VE NAMAZ",metinler,baslik_eslesti,"İkindi namazını kılmayan kimse, sanki ailesini ve malını yitirmiş gibidir."
524,HATALI,1.0,Buhârî,Zekat,İbn Mâce,Ticaret,4,"İbn Mâce, Ticaret, 45.",02.03.2018,02.03.2018 İSLAM’DA TİCARET AHLAKI,metinler,baslik_eslesti,"Bir Müslümanın kusurlu bir malı, kusurunu açıklamadan satması helâl değildir."
525,dogru,1.0,Buhârî,Zekat,Buhârî,Zekat,4,"Buhari Zekat, 10.",02.03.2018,"09.03.2018 İSLAM'DA KADIN: ADALET, MERHAMET VE HAKK",metinler,baslik_eslesti+tarih_duzeltildi,…Her kim şu kız çocuklarını yetiştirirken birtakım zorluklara katlanırsa bu kızlar onun için cehennem ateşine siper olur
526,dogru,1.0,Dârimî,Siyer,Dârimî,Siyer,3,"Dârimî, Siyer, 69.",24.10.2014,24.10.2014 HİCRET: FITRATA YAPILAN YOLCULUK,metinler,baslik_eslesti,Fetihten sonra hicret yoktur.
527,dogru,1.0,Dârimî,Siyer,Dârimî,Siyer,2,"Dârimî, Siyer, 3; Tirmizî, Birr, 28.",05.04.2019,05.04.2019 MÜSLÜMAN HAYIRLI BİR KOMŞUDUR,metinler,baslik_eslesti,"Allah katında komşuların en hayırlısı, komşusuna en güzel davranandır."
528,kirpilmis_duzeltildi,1.0,Ebû Dâvûd,Büy,Ebû Dâvûd,Büyû’,1,"Ebû Dâvûd, Büyû’, (İcâre), 76.",26.05.2023,26.05.2023 BİRLİK VE BERABERLİK RUHU,metinler,baslik_eslesti,"Bunlar, aralarında akrabalık bağı ya da herhangi bir menfaat bulunmayan, sırf Allah için birbirlerini sevenlerdir."
529,kirpilmis_duzeltildi,1.0,Ebû Dâvûd,Büy,Ebû Dâvûd,Büyû’ (İcâre),3,"Ebû Dâvûd, Büyû’ (İcâre), 83.",15.12.2023,15.12.2023 ADALET: HER HAK SAHİBİNE HAKKINI VERMEK,metinler,baslik_eslesti,Çocuklarınız arasında adaletli davranın.
530,kirpilmis_duzeltildi,1.0,Ebû Dâvûd,Cen,Ebû Dâvûd,Cenâiz,7,"Ebû Dâvûd, Cenâiz, 54, 56; İbn Mâce, Cenâiz, 23.",05.10.2018,05.10.2018 CENAZE ÂDÂBI: AHİRET YOLCUSUNA,metinler,baslik_eslesti,Cenaze namazı kıldığınız zaman ölen kimseye samimiyetle dua ediniz
531,kirpilmis_duzeltildi,1.0,Ebû Dâvûd,Cen,Ebû Dâvûd,Cenâiz,2,"Ebû Dâvûd, Cenâiz, 6.",27.03.2020,27.03.2020 ZORLUKLAR KARŞISINDA MÜMİN,metinler,baslik_eslesti,"Bir yerde veba olduğunu duyarsanız oraya girmeyin, bulunduğunuz yerde veba çıkarsa o bölgeden de ayrılmayın!"
532,kirpilmis_duzeltildi,1.0,Ebû Dâvûd,Cih,Ebû Dâvûd,Cihâd,3,"Ebû Dâvûd, Cihâd, 31.",22.10.2021,"22.10.2021 ONUN BİZE MİRASI, EŞSİZ VEFASI",metinler,baslik_eslesti,Onların yanına geri dön ve ikisini de nasıl ağlattıysan öylece güldür!
533,kirpilmis_duzeltildi,1.0,Ebû Dâvûd,Cih,Ebû Dâvûd,Cihâd,1,"Ebû Dâvûd, Cihâd, 31.",02.09.2022,02.09.2022 ANNE BABA: CENNETİ KAZANMA VESİLESİ,metinler,baslik_eslesti,Anne babanın yanına geri dön ve her ikisini de nasıl ağlattıysan öylece güldür!
534,kirpilmis_duzeltildi,1.0,Ebû Dâvûd,Kad,Ebû Dâvûd,Kadâ’ (Akdiye),2,"Ebû Dâvûd, Kadâ’ (Akdiye), 31.",13.09.2019,13.09.2019 HER CAN DOKUNULMAZDIR,metinler,baslik_eslesti,"Kim zarar verirse Allah da ona zarar verir. Kim insanlara güçlük çıkarırsa, Allah da ona güçlük çıkarır."
535,kirpilmis_duzeltildi,1.0,Ebû Dâvûd,Kad,Ebû Dâvûd,Kadâ’ (Akdiye),6,"Ebû Dâvûd, Kadâ’ (Akdiye), 31.",25.04.2025,25.04.2025 ALIN TERİ MUKADDESTİR,metinler,baslik_eslesti,"Kim insanlara zarar verirse Allah da ona zarar verir. Kim insanlara zorluk çıkarırsa, Allah da ona zorluk çıkarır."
536,kirpilmis_duzeltildi,1.0,Ebû Dâvûd,Tah,Ebû Dâvûd,Tahâret,4,"Ebû Dâvûd, Tahâret, 94.",08.03.2013,08.03.2013 BİR KUL OLARAK KADIN,metinler,baslik_eslesti,Kadın ve erkek bir bütünü tamamlayan iki eşit parçadır.
537,kirpilmis_duzeltildi,1.0,Ebû Dâvûd,Tah,Ebû Dâvûd,Tahâret,6,"Ebû Dâvûd, Tahâret, 94.",02.03.2018,"09.03.2018 İSLAM'DA KADIN: ADALET, MERHAMET VE HAKK",metinler,baslik_eslesti+tarih_duzeltildi,Bir bütünün birbirini tamamlayan iki yarısı
538,HATALI,1.0,Ebû Dâvûd,İlim,Hakim,el-Müstederek,4,"Hakim el-Müstederek, II, 670.",22.08.2014,22.08.2014 HAYÂ HAYATTIR!,metinler,baslik_eslesti,Ben güzel ahlâkı tamamlamak üzere gönderildim.
539,tur_hatasi,1.0,Ebû Dâvûd,İlim,Al-i İmran,139,4,Âl-i İmrân 3/139.,22.08.2014,29.08.2014 ZAFERLER ALLAH’TANDIR,metinler,baslik_eslesti+tarih_duzeltildi,"Gevşeklik göstermeyin, üzüntüye kapılmayın. Eğer inanmışsanız üstün gelecek olanlar sizlersiniz"
540,eksik_tamamlandi,1.0,Muvatta,-,Muvatta,İ’tikâf,3,"Muvatta’, İ’tikâf, 6.",22.04.2022,22.04.2022 LEYLETÜ’L-KADR: İLAHİ LÜTUF VE İKRAM GEC,metinler,baslik_eslesti,Kadir gecesini Ramazanın son on gününde arayın!
541,eksik_tamamlandi,1.0,Muvatta,-,Muvatta,Hüsnü’l-hulk,4,"Muvatta’, Hüsnü’l-hulk, 4.",21.04.2023,"21.04.2023 RAMAZAN BAYRAMI: NEŞE, HUZUR VE KARDEŞLİ",metinler,baslik_eslesti,"Birbirinizle musafaha edin, el sıkışın ki içinizdeki kin gitsin. Birbirinize hediyeler verin ki sevginiz artsın, düşmanlıklar yok olsun."
542,dogru,1.0,Müslim,Cennet,Müslim,Cennet,8,"Müslim, Cennet, 64.",20.09.2019,20.09.2019 TEVAZU İNSANI YÜCELTİR,metinler,baslik_eslesti,"Allah bana, mütevazı olup birbirinize karşı övünmemenizi ve birbirinize karşı haddi aşan davranışlarda bulunmamanızı vahyetti."
543,dogru,1.0,Müslim,Cennet,Müslim,Cennet,5,"Müslim, Cennet, 52.",01.08.2025,"01.08.2025 HAYÂ: ALLAH’IN EMRİ, FITRATIN GEREĞİ",metinler,baslik_eslesti,Giyinik çıplaklardır.
544,dogru,1.0,Müslim,Cum’a,Müslim,Cum’a,1,"Müslim, Cum’a, 18.",19.07.2019,19.07.2019 CUMA NAMAZI VE ADABI,metinler,baslik_eslesti,"Üzerine güneş doğan en hayırlı gün cuma günüdür. Âdem o gün yaratıldı, o gün cennete konuldu ve o gün cennetten çıkarıldı. Kıyamet de ancak cuma günü kopacaktır."
545,dogru,1.0,Müslim,Cum’a,Müslim,Cum’a,5,"Müslim, Cum’a, 27.",10.09.2021,10.09.2021 CUMA NAMAZI: HAFTALIK BULUŞMAMIZ,metinler,baslik_eslesti,"Kim güzelce abdest alır, Cumaya gelir ve hutbeyi can kulağıyla dinlerse, o Cuma ile gelecek Cuma arasındaki günahları affolunur."
546,kirpilmis_duzeltildi,1.0,Müslim,Müs,Müslim,Müsâkât,7,"Müslim, Müsâkât, 141.",06.12.2024,06.12.2024 MİRAS: SINIRLARINI ALLAH’IN BELİRLEDİĞİ ,metinler,baslik_eslesti,"Hiç kimse hakkı olmayan bir karış toprağı bile almasın! Şayet alırsa, kıyamet gününde Allah, yedi kat yeri onun boynuna geçirir."
547,kirpilmis_duzeltildi,1.0,Müslim,Müs,Müslim,Müsâkât,3,"Müslim, Müsâkât, 137.",15.08.2025,15.08.2025 KUL HAKKI ATEŞTEN GÖMLEKTİR,metinler,baslik_eslesti,"Hiç kimse hakkı olmayan bir karış toprağı bile almasın! Eğer alırsa, kıyamet gününde Allah yedi kat yeri onun boynuna dolar."
548,HATALI,1.0,Müslim,İmare,Nesâi,Gusül ve Teyemmüm,5,"Nesâî, Gusül ve Teyemmüm, 7.",22.08.2014,22.08.2014 HAYÂ HAYATTIR!,metinler,baslik_eslesti,"Allah hayâ sahibidir, ayıp ve kusurları örtendir."
549,dogru,1.0,Müslim,İmare,Müslim,İmare,6,"Müslim, İmare, 57",08.05.2015,"05.06.2015 İSLÂM, IRKÇILIĞIN HER TÜRLÜSÜNÜ REDDEDER",metinler,baslik_eslesti+tarih_duzeltildi,Câhiliye ölümü
550,kirpilmis_duzeltildi,1.0,Tirmizî,Daav,Tirmizî,Daavât,2,"Tirmizî, Daavât, 1.",06.06.2014,"06.06.2014 DUA, İBADETİN ÖZÜDÜR",metinler,baslik_eslesti,"Dua, ibadetin özüdür"
